,Datetime,Tweet Id,Text,Username,Url
0,2022-05-09 10:59:59+00:00,1523618782270214146,Ik heb nu in mijn leven al veel zeer gehad. Maar vandaag is echt 😕 dit noemde de befaamde topdokter een knie die 'gewoon wat overreageert'. Mijn knie is zo gezwollen dat ik zelfs geen broek aankrijg... Zo mottig als ne prei na tien minuutjes rechtstaan. https://t.co/T8EHIXWthr,Marieke_Vos_,https://twitter.com/Marieke_Vos_/status/1523618782270214146
1,2022-05-09 10:59:58+00:00,1523618777434591232,"GESHIP* 📢

#GESHIP* -  Corp Action
https://t.co/lEhAeHUBwm
RoE: 12.11, PB: 0.93

#investing https://t.co/CF5499yGZN",market_announce,https://twitter.com/market_announce/status/1523618777434591232
2,2022-05-09 10:59:58+00:00,1523618777027715073,🙏🏾 In Lak’ech 🙏🏾,DenaBarnwell,https://twitter.com/DenaBarnwell/status/1523618777027715073
3,2022-05-09 10:59:56+00:00,1523618769838514176,"09-05-22 12:59:52 0153581 KOK - CONTROLE TEAM : BNS PERSOON OPGESLOTEN IN LIFT,DE-PANNE, HALMENSTRAAT """,cpa_breda_zw,https://twitter.com/cpa_breda_zw/status/1523618769838514176
4,2022-05-09 10:59:56+00:00,1523618767523176448,"Pizza's, brownies en hamburgers met wiet? Welkom in Thailand https://t.co/Y5KtDYiUWz",FD_Nieuws,https://twitter.com/FD_Nieuws/status/1523618767523176448
5,2022-05-09 10:59:55+00:00,1523618764390281216,"De Russische ambassadeur in Polen, werd aangevallen tijdens Overwinningsdag.",JFrankfoort,https://twitter.com/JFrankfoort/status/1523618764390281216
6,2022-05-09 10:59:54+00:00,1523618758656692225,Jonge muzikanten die geld nodig hebben om nieuw werk te maken/op te nemen/uit te voeren kunnen aankloppen bij Steunfonds Muzikantendag: er worden 120 werkbijdragen van 5000 euro uitgekeerd https://t.co/wAM8sjeEJ1,3voor12,https://twitter.com/3voor12/status/1523618758656692225
7,2022-05-09 10:59:54+00:00,1523618758530854912,"Ik had nooit gedacht dat ik afscheid zou gaan nemen van mijn ouders terwijl ze nog leefde, maar vandaag is toch de dag.",Trampolientje,https://twitter.com/Trampolientje/status/1523618758530854912
8,2022-05-09 10:59:52+00:00,1523618749836042240,@dewlanna kan jij hiermee helpen?,InterLineas,https://twitter.com/InterLineas/status/1523618749836042240
9,2022-05-09 10:59:52+00:00,1523618749525655552,DE NOS EN ANDERE MEDIA ZIJN TOTAAL ONBETROUWBAAR  ZIE VOLGENS HUN OPROEP TOT  TOTALE MOBILISATIE RUSLAND. EN IN EIGEN LAND BETALING TOESLAGEN OUDERS/GAS BEVINGSSCHADE GRONINGEN ONEINDIGE REEKS,RenneRus,https://twitter.com/RenneRus/status/1523618749525655552
