word,occurrence,percentage,cumulative
paniek,9,6e-05,0.722360999999993
betaalen,9,6e-05,0.722420999999993
crimine,9,6e-05,0.7224809999999929
schande,9,6e-05,0.7225409999999929
welzijn,9,6e-05,0.7226009999999928
bakker,9,6e-05,0.7226609999999928
meelmuts,9,6e-05,0.7227209999999927
assen,9,6e-05,0.7227809999999927
italië,9,6e-05,0.7228409999999926
bespreekken,9,6e-05,0.7229009999999926
gouden,9,6e-05,0.7229609999999925
verkeer,9,6e-05,0.7230209999999925
cafetaria,9,6e-05,0.7230809999999924
belg,9,6e-05,0.7231409999999924
award,9,6e-05,0.7232009999999923
proces,9,6e-05,0.7232609999999923
fatsoenlijk,9,6e-05,0.7233209999999922
melodie,9,6e-05,0.7233809999999922
verantwoordelijk,9,6e-05,0.7234409999999921
huilen,9,6e-05,0.7235009999999921
vak,9,6e-05,0.723560999999992
termijn,9,6e-05,0.723620999999992
wereldwijd,9,6e-05,0.7236809999999919
kat,9,6e-05,0.7237409999999919
kevin,9,6e-05,0.7238009999999918
recent,9,6e-05,0.7238609999999918
luchtvochtigheid,9,6e-05,0.7239209999999917
sluit,9,6e-05,0.7239809999999917
bizar,9,6e-05,0.7240409999999916
1018,9,6e-05,0.7241009999999916
f1,9,6e-05,0.7241609999999915
géén,9,6e-05,0.7242209999999915
lastig,9,6e-05,0.7242809999999914
onderstaand,9,6e-05,0.7243409999999914
opdracht,9,6e-05,0.7244009999999913
bijeenkomst,9,6e-05,0.7244609999999913
gevaarlijk,9,6e-05,0.7245209999999912
verandering,9,6e-05,0.7245809999999911
jezelf,9,6e-05,0.7246409999999911
prinses,9,6e-05,0.724700999999991
vergelijken,9,6e-05,0.724760999999991
schooljaar,9,6e-05,0.724820999999991
tyd,9,6e-05,0.7248809999999909
deila,9,6e-05,0.7249409999999908
afwijzen,9,6e-05,0.7250009999999908
dienen,9,6e-05,0.7250609999999907
hangen,9,6e-05,0.7251209999999907
fantastisch,9,6e-05,0.7251809999999906
aap,9,6e-05,0.7252409999999906
broken,9,6e-05,0.7253009999999905
risico,9,6e-05,0.7253609999999905
sluitingsdatum,9,6e-05,0.7254209999999904
plegen,9,6e-05,0.7254809999999904
ontdekken,9,6e-05,0.7255409999999903
cdavandaag,9,6e-05,0.7256009999999903
christenunie,9,6e-05,0.7256609999999902
parool,9,6e-05,0.7257209999999902
steen,9,6e-05,0.7257809999999901
jaarliks,9,6e-05,0.7258409999999901
extreem,8,5.3e-05,0.72589399999999
nadenken,8,5.3e-05,0.72594699999999
bereikbaar,8,5.3e-05,0.72599999999999
pedagogisch,8,5.3e-05,0.72605299999999
economie,8,5.3e-05,0.7261059999999899
vechten,8,5.3e-05,0.7261589999999899
omkomen,8,5.3e-05,0.7262119999999899
lui,8,5.3e-05,0.7262649999999898
koeien,8,5.3e-05,0.7263179999999898
work,8,5.3e-05,0.7263709999999898
commercieel,8,5.3e-05,0.7264239999999897
india,8,5.3e-05,0.7264769999999897
samenwerken,8,5.3e-05,0.7265299999999897
2019,8,5.3e-05,0.7265829999999897
dn,8,5.3e-05,0.7266359999999896
mbar,8,5.3e-05,0.7266889999999896
kogel,8,5.3e-05,0.7267419999999896
ambulance,8,5.3e-05,0.7267949999999895
01,8,5.3e-05,0.7268479999999895
antifa,8,5.3e-05,0.7269009999999895
tdf2023,8,5.3e-05,0.7269539999999894
poort,8,5.3e-05,0.7270069999999894
deluxe,8,5.3e-05,0.7270599999999894
kiezer,8,5.3e-05,0.7271129999999894
wts,8,5.3e-05,0.7271659999999893
uitspraak,8,5.3e-05,0.7272189999999893
asielopvang,8,5.3e-05,0.7272719999999893
zomers,8,5.3e-05,0.7273249999999892
gedrag,8,5.3e-05,0.7273779999999892
vergunning,8,5.3e-05,0.7274309999999892
coa,8,5.3e-05,0.7274839999999891
57,8,5.3e-05,0.7275369999999891
daarvan,8,5.3e-05,0.7275899999999891
slur,8,5.3e-05,0.727642999999989
alkmaar,8,5.3e-05,0.727695999999989
frank,8,5.3e-05,0.727748999999989
ingaan,8,5.3e-05,0.727801999999989
onrust,8,5.3e-05,0.7278549999999889
hiervoor,8,5.3e-05,0.7279079999999889
wachtkracht,8,5.3e-05,0.7279609999999889
divers,8,5.3e-05,0.7280139999999888
legden,8,5.3e-05,0.7280669999999888
deelnemen,8,5.3e-05,0.7281199999999888
maat,8,5.3e-05,0.7281729999999887
avontuur,8,5.3e-05,0.7282259999999887
klinken,8,5.3e-05,0.7282789999999887
kampioen,8,5.3e-05,0.7283319999999887
circulair,8,5.3e-05,0.7283849999999886
college,8,5.3e-05,0.7284379999999886
johan,8,5.3e-05,0.7284909999999886
hahahahahaha,8,5.3e-05,0.7285439999999885
case,8,5.3e-05,0.7285969999999885
vluchten,8,5.3e-05,0.7286499999999885
vastgoed,8,5.3e-05,0.7287029999999884
fd,8,5.3e-05,0.7287559999999884
fascist,8,5.3e-05,0.7288089999999884
erin,8,5.3e-05,0.7288619999999884
duo,8,5.3e-05,0.7289149999999883
abonnement,8,5.3e-05,0.7289679999999883
aldus,8,5.3e-05,0.7290209999999883
werknemer,8,5.3e-05,0.7290739999999882
bernal,8,5.3e-05,0.7291269999999882
vakbond,8,5.3e-05,0.7291799999999882
que,8,5.3e-05,0.7292329999999881
stichting,8,5.3e-05,0.7292859999999881
hoi,8,5.3e-05,0.7293389999999881
who,8,5.3e-05,0.729391999999988
goh,8,5.3e-05,0.729444999999988
beroep,8,5.3e-05,0.729497999999988
transport,8,5.3e-05,0.729550999999988
zowel,8,5.3e-05,0.7296039999999879
1000,8,5.3e-05,0.7296569999999879
neer,8,5.3e-05,0.7297099999999879
kk,8,5.3e-05,0.7297629999999878
kanaal,8,5.3e-05,0.7298159999999878
afval,8,5.3e-05,0.7298689999999878
ziekte,8,5.3e-05,0.7299219999999877
omvolking,8,5.3e-05,0.7299749999999877
denhaag,8,5.3e-05,0.7300279999999877
uitmaken,8,5.3e-05,0.7300809999999877
丰台,8,5.3e-05,0.7301339999999876
朝阳,8,5.3e-05,0.7301869999999876
ad,8,5.3e-05,0.7302399999999876
bedoeling,8,5.3e-05,0.7302929999999875
oa,8,5.3e-05,0.7303459999999875
duivel,8,5.3e-05,0.7303989999999875
behandelen,8,5.3e-05,0.7304519999999874
36,8,5.3e-05,0.7305049999999874
ig,8,5.3e-05,0.7305579999999874
middag,8,5.3e-05,0.7306109999999874
lijst,8,5.3e-05,0.7306639999999873
sterven,8,5.3e-05,0.7307169999999873
hierin,8,5.3e-05,0.7307699999999873
ellende,8,5.3e-05,0.7308229999999872
midden,8,5.3e-05,0.7308759999999872
politiebericht,8,5.3e-05,0.7309289999999872
wrm,8,5.3e-05,0.7309819999999871
écht,8,5.3e-05,0.7310349999999871
cup,8,5.3e-05,0.7310879999999871
cv,8,5.3e-05,0.731140999999987
respect,8,5.3e-05,0.731193999999987
zingen,8,5.3e-05,0.731246999999987
zielig,8,5.3e-05,0.731299999999987
rock,8,5.3e-05,0.7313529999999869
gister,8,5.3e-05,0.7314059999999869
mode,8,5.3e-05,0.7314589999999869
uitleg,8,5.3e-05,0.7315119999999868
co2,8,5.3e-05,0.7315649999999868
pr,8,5.3e-05,0.7316179999999868
75,8,5.3e-05,0.7316709999999867
accijns,8,5.3e-05,0.7317239999999867
blok,8,5.3e-05,0.7317769999999867
schamen,8,5.3e-05,0.7318299999999867
rapport,8,5.3e-05,0.7318829999999866
vergadering,8,5.3e-05,0.7319359999999866
inhoudelijk,8,5.3e-05,0.7319889999999866
vervolgens,8,5.3e-05,0.7320419999999865
dalen,8,5.3e-05,0.7320949999999865
standpunt,8,5.3e-05,0.7321479999999865
don,8,5.3e-05,0.7322009999999864
sy,8,5.3e-05,0.7322539999999864
lanceren,8,5.3e-05,0.7323069999999864
toestand,8,5.3e-05,0.7323599999999864
vingegaard,8,5.3e-05,0.7324129999999863
hieronder,8,5.3e-05,0.7324659999999863
achterlijk,8,5.3e-05,0.7325189999999863
02,8,5.3e-05,0.7325719999999862
groenvoorziening,8,5.3e-05,0.7326249999999862
aert,8,5.3e-05,0.7326779999999862
kpn,8,5.3e-05,0.7327309999999861
kpop,8,5.3e-05,0.7327839999999861
triest,8,5.3e-05,0.7328369999999861
spul,8,5.3e-05,0.732889999999986
stelen,8,5.3e-05,0.732942999999986
zwijgen,8,5.3e-05,0.732995999999986
beach,8,5.3e-05,0.733048999999986
idioot,8,5.3e-05,0.7331019999999859
ofzo,8,5.3e-05,0.7331549999999859
bewaken,8,5.3e-05,0.7332079999999859
brussels,8,5.3e-05,0.7332609999999858
beloven,8,5.3e-05,0.7333139999999858
brabant,8,5.3e-05,0.7333669999999858
blond,8,5.3e-05,0.7334199999999857
fnv,8,5.3e-05,0.7334729999999857
cannes,8,5.3e-05,0.7335259999999857
lelijk,8,5.3e-05,0.7335789999999857
droogte,8,5.3e-05,0.7336319999999856
winst,8,5.3e-05,0.7336849999999856
waarmee,8,5.3e-05,0.7337379999999856
huur,8,5.3e-05,0.7337909999999855
de_nva,8,5.3e-05,0.7338439999999855
hugo,8,5.3e-05,0.7338969999999855
tiener,8,5.3e-05,0.7339499999999854
ge,8,5.3e-05,0.7340029999999854
goal,8,5.3e-05,0.7340559999999854
one,8,5.3e-05,0.7341089999999854
nijkerk,8,5.3e-05,0.7341619999999853
ondernemen,8,5.3e-05,0.7342149999999853
aanvragen,8,5.3e-05,0.7342679999999853
gegeven,8,5.3e-05,0.7343209999999852
beer,8,5.3e-05,0.7343739999999852
zodra,8,5.3e-05,0.7344269999999852
arts,8,5.3e-05,0.7344799999999851
verbranden,8,5.3e-05,0.7345329999999851
type,8,5.3e-05,0.7345859999999851
draad,8,5.3e-05,0.734638999999985
sgp,8,5.3e-05,0.734691999999985
wellicht,8,5.3e-05,0.734744999999985
32,8,5.3e-05,0.734797999999985
1019,8,5.3e-05,0.7348509999999849
herstellen,8,5.3e-05,0.7349039999999849
tata,8,5.3e-05,0.7349569999999849
afstand,8,5.3e-05,0.7350099999999848
aivd,8,5.3e-05,0.7350629999999848
groei,8,5.3e-05,0.7351159999999848
politicus,8,5.3e-05,0.7351689999999848
rutte4,8,5.3e-05,0.7352219999999847
lach,8,5.3e-05,0.7352749999999847
39,8,5.3e-05,0.7353279999999847
vi,8,5.3e-05,0.7353809999999846
volger,8,5.3e-05,0.7354339999999846
corona,8,5.3e-05,0.7354869999999846
historisch,8,5.3e-05,0.7355399999999845
doesburg,8,5.3e-05,0.7355929999999845
ei,8,5.3e-05,0.7356459999999845
glasvezel,8,5.3e-05,0.7356989999999844
benaderen,8,5.3e-05,0.7357519999999844
tweede,8,5.3e-05,0.7358049999999844
ijssel,8,5.3e-05,0.7358579999999844
agent,8,5.3e-05,0.7359109999999843
fossiel,8,5.3e-05,0.7359639999999843
pannet,8,5.3e-05,0.7360169999999843
overnemen,8,5.3e-05,0.7360699999999842
dame,8,5.3e-05,0.7361229999999842
gif,8,5.3e-05,0.7361759999999842
63,8,5.3e-05,0.7362289999999841
zoom,8,5.3e-05,0.7362819999999841
komst,8,5.3e-05,0.7363349999999841
kilo,8,5.3e-05,0.736387999999984
dagelijks,8,5.3e-05,0.736440999999984
taak,8,5.3e-05,0.736493999999984
ambtenaar,8,5.3e-05,0.736546999999984
set,8,5.3e-05,0.7365999999999839
anti,8,5.3e-05,0.7366529999999839
draaien,8,5.3e-05,0.7367059999999839
red,8,5.3e-05,0.7367589999999838
uitkomst,8,5.3e-05,0.7368119999999838
1017,8,5.3e-05,0.7368649999999838
verstappen,8,5.3e-05,0.7369179999999838
verlengen,8,5.3e-05,0.7369709999999837
haarlem,8,5.3e-05,0.7370239999999837
waarvan,8,5.3e-05,0.7370769999999837
japan,8,5.3e-05,0.7371299999999836
overlast,8,5.3e-05,0.7371829999999836
besturen,7,4.7e-05,0.7372299999999836
wandeling,7,4.7e-05,0.7372769999999836
mede,7,4.7e-05,0.7373239999999837
blazen,7,4.7e-05,0.7373709999999837
trouwens,7,4.7e-05,0.7374179999999837
here,7,4.7e-05,0.7374649999999837
nvm,7,4.7e-05,0.7375119999999837
liefhebber,7,4.7e-05,0.7375589999999838
anoniem,7,4.7e-05,0.7376059999999838
vat,7,4.7e-05,0.7376529999999838
facebook,7,4.7e-05,0.7376999999999838
hé,7,4.7e-05,0.7377469999999838
inzet,7,4.7e-05,0.7377939999999839
ondersteunen,7,4.7e-05,0.7378409999999839
afhankelijk,7,4.7e-05,0.7378879999999839
mol,7,4.7e-05,0.7379349999999839
tentoonstelling,7,4.7e-05,0.7379819999999839
helder,7,4.7e-05,0.738028999999984
bv,7,4.7e-05,0.738075999999984
wederom,7,4.7e-05,0.738122999999984
wiersma,7,4.7e-05,0.738169999999984
152443,7,4.7e-05,0.738216999999984
erik,7,4.7e-05,0.738263999999984
bernhardstraat,7,4.7e-05,0.7383109999999841
rijder,7,4.7e-05,0.7383579999999841
vanochtend,7,4.7e-05,0.7384049999999841
zoetermeer,7,4.7e-05,0.7384519999999841
planne,7,4.7e-05,0.7384989999999841
veld,7,4.7e-05,0.7385459999999842
troep,7,4.7e-05,0.7385929999999842
kijkje,7,4.7e-05,0.7386399999999842
belegger,7,4.7e-05,0.7386869999999842
directeur,7,4.7e-05,0.7387339999999842
kennelijk,7,4.7e-05,0.7387809999999843
koppelen,7,4.7e-05,0.7388279999999843
moskou,7,4.7e-05,0.7388749999999843
sekte,7,4.7e-05,0.7389219999999843
huurwoning,7,4.7e-05,0.7389689999999843
universiteit,7,4.7e-05,0.7390159999999844
klasse,7,4.7e-05,0.7390629999999844
dennis,7,4.7e-05,0.7391099999999844
verdediger,7,4.7e-05,0.7391569999999844
pizza,7,4.7e-05,0.7392039999999844
woningbrand,7,4.7e-05,0.7392509999999844
sprinter,7,4.7e-05,0.7392979999999845
eric,7,4.7e-05,0.7393449999999845
collectief,7,4.7e-05,0.7393919999999845
zn,7,4.7e-05,0.7394389999999845
specifiek,7,4.7e-05,0.7394859999999845
puur,7,4.7e-05,0.7395329999999846
kinderrecht,7,4.7e-05,0.7395799999999846
lezing,7,4.7e-05,0.7396269999999846
achten,7,4.7e-05,0.7396739999999846
trainen,7,4.7e-05,0.7397209999999846
ever,7,4.7e-05,0.7397679999999847
2015,7,4.7e-05,0.7398149999999847
vergelijking,7,4.7e-05,0.7398619999999847
n-va,7,4.7e-05,0.7399089999999847
eventueel,7,4.7e-05,0.7399559999999847
mbt,7,4.7e-05,0.7400029999999848
aanvaller,7,4.7e-05,0.7400499999999848
adviseur,7,4.7e-05,0.7400969999999848
propaganda,7,4.7e-05,0.7401439999999848
hobbyboer,7,4.7e-05,0.7401909999999848
npo,7,4.7e-05,0.7402379999999849
swift,7,4.7e-05,0.7402849999999849
samenleving,7,4.7e-05,0.7403319999999849
beau,7,4.7e-05,0.7403789999999849
opheffen,7,4.7e-05,0.7404259999999849
ke,7,4.7e-05,0.740472999999985
rotterdams,7,4.7e-05,0.740519999999985
51,7,4.7e-05,0.740566999999985
retweeten,7,4.7e-05,0.740613999999985
workshop,7,4.7e-05,0.740660999999985
zzp,7,4.7e-05,0.740707999999985
nporadio1,7,4.7e-05,0.7407549999999851
joh,7,4.7e-05,0.7408019999999851
vergeet,7,4.7e-05,0.7408489999999851
tl,7,4.7e-05,0.7408959999999851
beperking,7,4.7e-05,0.7409429999999851
belgian,7,4.7e-05,0.7409899999999852
stel,7,4.7e-05,0.7410369999999852
bekendstaan,7,4.7e-05,0.7410839999999852
sa,7,4.7e-05,0.7411309999999852
pmc,7,4.7e-05,0.7411779999999852
verzamelen,7,4.7e-05,0.7412249999999853
tarief,7,4.7e-05,0.7412719999999853
zulk,7,4.7e-05,0.7413189999999853
asiel,7,4.7e-05,0.7413659999999853
merken,7,4.7e-05,0.7414129999999853
amstel,7,4.7e-05,0.7414599999999854
reizen,7,4.7e-05,0.7415069999999854
fiscaal,7,4.7e-05,0.7415539999999854
bezorgen,7,4.7e-05,0.7416009999999854
overvaller,7,4.7e-05,0.7416479999999854
iphone,7,4.7e-05,0.7416949999999854
wer,7,4.7e-05,0.7417419999999855
au,7,4.7e-05,0.7417889999999855
snelheid,7,4.7e-05,0.7418359999999855
laan,7,4.7e-05,0.7418829999999855
pengen,7,4.7e-05,0.7419299999999855
aanleg,7,4.7e-05,0.7419769999999856
betrokkene,7,4.7e-05,0.7420239999999856
foute,7,4.7e-05,0.7420709999999856
crisis,7,4.7e-05,0.7421179999999856
zoiets,7,4.7e-05,0.7421649999999856
cadeau,7,4.7e-05,0.7422119999999857
opinie,7,4.7e-05,0.7422589999999857
shet,7,4.7e-05,0.7423059999999857
saai,7,4.7e-05,0.7423529999999857
platform,7,4.7e-05,0.7423999999999857
uitoefenen,7,4.7e-05,0.7424469999999858
inspectie,7,4.7e-05,0.7424939999999858
queen,7,4.7e-05,0.7425409999999858
slachtten,7,4.7e-05,0.7425879999999858
verzoek,7,4.7e-05,0.7426349999999858
toerist,7,4.7e-05,0.7426819999999859
fr,7,4.7e-05,0.7427289999999859
ruzie,7,4.7e-05,0.7427759999999859
schilder,7,4.7e-05,0.7428229999999859
afd,7,4.7e-05,0.7428699999999859
zilveren,7,4.7e-05,0.742916999999986
verband,7,4.7e-05,0.742963999999986
filmpje,7,4.7e-05,0.743010999999986
vervuilen,7,4.7e-05,0.743057999999986
spannend,7,4.7e-05,0.743104999999986
doos,7,4.7e-05,0.743151999999986
premie,7,4.7e-05,0.7431989999999861
google,7,4.7e-05,0.7432459999999861
dader,7,4.7e-05,0.7432929999999861
leer,7,4.7e-05,0.7433399999999861
praktijk,7,4.7e-05,0.7433869999999861
dtv,7,4.7e-05,0.7434339999999862
kwetsbaar,7,4.7e-05,0.7434809999999862
racist,7,4.7e-05,0.7435279999999862
missie,7,4.7e-05,0.7435749999999862
ontwikkelen,7,4.7e-05,0.7436219999999862
bronze,7,4.7e-05,0.7436689999999863
nieuweling,7,4.7e-05,0.7437159999999863
privé,7,4.7e-05,0.7437629999999863
hein,7,4.7e-05,0.7438099999999863
hierbij,7,4.7e-05,0.7438569999999863
doodslag,7,4.7e-05,0.7439039999999864
syn,7,4.7e-05,0.7439509999999864
terugbellen,7,4.7e-05,0.7439979999999864
vet,7,4.7e-05,0.7440449999999864
hoewel,7,4.7e-05,0.7440919999999864
rkc,7,4.7e-05,0.7441389999999865
versterken,7,4.7e-05,0.7441859999999865
oss,7,4.7e-05,0.7442329999999865
verward,7,4.7e-05,0.7442799999999865
protein,7,4.7e-05,0.7443269999999865
zakken,7,4.7e-05,0.7443739999999865
limburg,7,4.7e-05,0.7444209999999866
noodzakelijk,7,4.7e-05,0.7444679999999866
storen,7,4.7e-05,0.7445149999999866
et,7,4.7e-05,0.7445619999999866
low,7,4.7e-05,0.7446089999999866
hevig,7,4.7e-05,0.7446559999999867
gras,7,4.7e-05,0.7447029999999867
presentatie,7,4.7e-05,0.7447499999999867
need,7,4.7e-05,0.7447969999999867
nek,7,4.7e-05,0.7448439999999867
dans,7,4.7e-05,0.7448909999999868
verdacht,7,4.7e-05,0.7449379999999868
banget,7,4.7e-05,0.7449849999999868
tellen,7,4.7e-05,0.7450319999999868
league,7,4.7e-05,0.7450789999999868
schiphol,7,4.7e-05,0.7451259999999869
boot,7,4.7e-05,0.7451729999999869
betelgeuse,7,4.7e-05,0.7452199999999869
daarnaast,7,4.7e-05,0.7452669999999869
2000,7,4.7e-05,0.7453139999999869
klimaatverandering,7,4.7e-05,0.745360999999987
ná,7,4.7e-05,0.745407999999987
huurder,7,4.7e-05,0.745454999999987
babymetal,7,4.7e-05,0.745501999999987
fml,7,4.7e-05,0.745548999999987
pc,7,4.7e-05,0.745595999999987
publiceren,7,4.7e-05,0.7456429999999871
elite,7,4.7e-05,0.7456899999999871
invloed,7,4.7e-05,0.7457369999999871
wacht,7,4.7e-05,0.7457839999999871
single,7,4.7e-05,0.7458309999999871
muiterij,7,4.7e-05,0.7458779999999872
graaiflatie,7,4.7e-05,0.7459249999999872
boerburgerb,7,4.7e-05,0.7459719999999872
slim,7,4.7e-05,0.7460189999999872
uitzetten,7,4.7e-05,0.7460659999999872
obstakel,7,4.7e-05,0.7461129999999873
sloot,7,4.7e-05,0.7461599999999873
geestelijk,7,4.7e-05,0.7462069999999873
btc,7,4.7e-05,0.7462539999999873
55,7,4.7e-05,0.7463009999999873
waarschijnlijk,7,4.7e-05,0.7463479999999874
sector,7,4.7e-05,0.7463949999999874
asielzoekerscentra,7,4.7e-05,0.7464419999999874
straf,7,4.7e-05,0.7464889999999874
fries,7,4.7e-05,0.7465359999999874
stilte,7,4.7e-05,0.7465829999999875
mis,7,4.7e-05,0.7466299999999875
foppe,7,4.7e-05,0.7466769999999875
down,7,4.7e-05,0.7467239999999875
takde,7,4.7e-05,0.7467709999999875
steun,7,4.7e-05,0.7468179999999875
qmusic,7,4.7e-05,0.7468649999999876
procent,7,4.7e-05,0.7469119999999876
geluk,7,4.7e-05,0.7469589999999876
gewicht,7,4.7e-05,0.7470059999999876
plots,7,4.7e-05,0.7470529999999876
haten,7,4.7e-05,0.7470999999999877
paypig,7,4.7e-05,0.7471469999999877
bende,7,4.7e-05,0.7471939999999877
stedelijk,7,4.7e-05,0.7472409999999877
con,7,4.7e-05,0.7472879999999877
bloem,7,4.7e-05,0.7473349999999878
gym,7,4.7e-05,0.7473819999999878
kwijt,7,4.7e-05,0.7474289999999878
peczwol,7,4.7e-05,0.7474759999999878
oprichten,7,4.7e-05,0.7475229999999878
landbouwakkoord,7,4.7e-05,0.7475699999999879
fake,7,4.7e-05,0.7476169999999879
evenement,7,4.7e-05,0.7476639999999879
lied,7,4.7e-05,0.7477109999999879
1020,7,4.7e-05,0.7477579999999879
examen,7,4.7e-05,0.747804999999988
solliciteer,7,4.7e-05,0.747851999999988
verklaring,7,4.7e-05,0.747898999999988
oprecht,7,4.7e-05,0.747945999999988
jpl,7,4.7e-05,0.747992999999988
actief,7,4.7e-05,0.748039999999988
schoon,7,4.7e-05,0.7480869999999881
dis,7,4.7e-05,0.7481339999999881
cm,7,4.7e-05,0.7481809999999881
agressief,7,4.7e-05,0.7482279999999881
78,7,4.7e-05,0.7482749999999881
toegang,7,4.7e-05,0.7483219999999882
juffer,7,4.7e-05,0.7483689999999882
dé,7,4.7e-05,0.7484159999999882
320,7,4.7e-05,0.7484629999999882
fysiek,7,4.7e-05,0.7485099999999882
muur,7,4.7e-05,0.7485569999999883
middelbaar,7,4.7e-05,0.7486039999999883
gigantisch,7,4.7e-05,0.7486509999999883
staatssecretaris,7,4.7e-05,0.7486979999999883
arbeidmarkt,7,4.7e-05,0.7487449999999883
richten,7,4.7e-05,0.7487919999999884
uitnodigen,7,4.7e-05,0.7488389999999884
opgelet,7,4.7e-05,0.7488859999999884
waardoor,7,4.7e-05,0.7489329999999884
angstig,7,4.7e-05,0.7489799999999884
vivaldi,7,4.7e-05,0.7490269999999885
daardoor,7,4.7e-05,0.7490739999999885
vr,7,4.7e-05,0.7491209999999885
herinnering,7,4.7e-05,0.7491679999999885
wijze,7,4.7e-05,0.7492149999999885
vermissen,7,4.7e-05,0.7492619999999885
lees,7,4.7e-05,0.7493089999999886
nader,7,4.7e-05,0.7493559999999886
werchter,7,4.7e-05,0.7494029999999886
finale,7,4.7e-05,0.7494499999999886
vloer,7,4.7e-05,0.7494969999999886
roken,7,4.7e-05,0.7495439999999887
boerderij,7,4.7e-05,0.7495909999999887
vis,7,4.7e-05,0.7496379999999887
defensie,7,4.7e-05,0.7496849999999887
artiest,7,4.7e-05,0.7497319999999887
behouden,7,4.7e-05,0.7497789999999888
gevoelstemp,7,4.7e-05,0.7498259999999888
dauwpunt,7,4.7e-05,0.7498729999999888
09,7,4.7e-05,0.7499199999999888
home,7,4.7e-05,0.7499669999999888
vos,7,4.7e-05,0.7500139999999889
coup,7,4.7e-05,0.7500609999999889
rijnmond,7,4.7e-05,0.7501079999999889
beschikbaar,7,4.7e-05,0.7501549999999889
verschijnen,7,4.7e-05,0.7502019999999889
meteo,7,4.7e-05,0.750248999999989
buurvrouw,7,4.7e-05,0.750295999999989
65,7,4.7e-05,0.750342999999989
massaiskassa,7,4.7e-05,0.750389999999989
slot,7,4.7e-05,0.750436999999989
stadion,7,4.7e-05,0.750483999999989
breda,7,4.7e-05,0.7505309999999891
vape,7,4.7e-05,0.7505779999999891
volop,7,4.7e-05,0.7506249999999891
sigridkaag,7,4.7e-05,0.7506719999999891
studeren,7,4.7e-05,0.7507189999999891
visie,7,4.7e-05,0.7507659999999892
schijt,7,4.7e-05,0.7508129999999892
约,7,4.7e-05,0.7508599999999892
52,7,4.7e-05,0.7509069999999892
full,7,4.7e-05,0.7509539999999892
varken,7,4.7e-05,0.7510009999999893
medicatie,7,4.7e-05,0.7510479999999893
coalitie,7,4.7e-05,0.7510949999999893
tmobile_webcare,7,4.7e-05,0.7511419999999893
bart,7,4.7e-05,0.7511889999999893
fail,7,4.7e-05,0.7512359999999894
lee,7,4.7e-05,0.7512829999999894
baie,7,4.7e-05,0.7513299999999894
blank,7,4.7e-05,0.7513769999999894
beweging,7,4.7e-05,0.7514239999999894
opvallen,7,4.7e-05,0.7514709999999895
炮,7,4.7e-05,0.7515179999999895
bbb,7,4.7e-05,0.7515649999999895
structureel,7,4.7e-05,0.7516119999999895
leider,7,4.7e-05,0.7516589999999895
onthullen,7,4.7e-05,0.7517059999999895
hoezo,7,4.7e-05,0.7517529999999896
look,7,4.7e-05,0.7517999999999896
geert,7,4.7e-05,0.7518469999999896
p2000,7,4.7e-05,0.7518939999999896
gasprijs,7,4.7e-05,0.7519409999999896
zolang,7,4.7e-05,0.7519879999999897
kritiek,7,4.7e-05,0.7520349999999897
spoor,7,4.7e-05,0.7520819999999897
tesla,7,4.7e-05,0.7521289999999897
omw,7,4.7e-05,0.7521759999999897
principe,7,4.7e-05,0.7522229999999898
verbeteren,7,4.7e-05,0.7522699999999898
materieel,7,4.7e-05,0.7523169999999898
michael,7,4.7e-05,0.7523639999999898
today,6,4e-05,0.7524039999999899
werkelijk,6,4e-05,0.7524439999999899
parlement,6,4e-05,0.7524839999999899
geel,6,4e-05,0.75252399999999
verboten,6,4e-05,0.75256399999999
extreemlinks,6,4e-05,0.7526039999999901
well,6,4e-05,0.7526439999999901
naaien,6,4e-05,0.7526839999999901
es,6,4e-05,0.7527239999999902
waarneming,6,4e-05,0.7527639999999902
nw,6,4e-05,0.7528039999999903
reclame,6,4e-05,0.7528439999999903
moord,6,4e-05,0.7528839999999903
koud,6,4e-05,0.7529239999999904
styles,6,4e-05,0.7529639999999904
aanpakken,6,4e-05,0.7530039999999905
brandstof,6,4e-05,0.7530439999999905
xrp,6,4e-05,0.7530839999999905
gemakkelijk,6,4e-05,0.7531239999999906
view,6,4e-05,0.7531639999999906
tis,6,4e-05,0.7532039999999907
innovatie,6,4e-05,0.7532439999999907
marokkaanse,6,4e-05,0.7532839999999907
bouw,6,4e-05,0.7533239999999908
emma,6,4e-05,0.7533639999999908
fucking,6,4e-05,0.7534039999999909
shop,6,4e-05,0.7534439999999909
lieggen,6,4e-05,0.7534839999999909
camping,6,4e-05,0.753523999999991
oostende,6,4e-05,0.753563999999991
nijpen,6,4e-05,0.7536039999999911
bbverpj,6,4e-05,0.7536439999999911
her,6,4e-05,0.7536839999999911
love,6,4e-05,0.7537239999999912
vertrek,6,4e-05,0.7537639999999912
beïnvloeden,6,4e-05,0.7538039999999913
microsoft,6,4e-05,0.7538439999999913
700,6,4e-05,0.7538839999999913
ultiem,6,4e-05,0.7539239999999914
gemeenschap,6,4e-05,0.7539639999999914
night,6,4e-05,0.7540039999999915
definitief,6,4e-05,0.7540439999999915
zeven,6,4e-05,0.7540839999999915
icnum,6,4e-05,0.7541239999999916
uithaler,6,4e-05,0.7541639999999916
vormen,6,4e-05,0.7542039999999917
