,Datetime,Tweet Id,Text,Username,Url
0,2022-05-18 10:59:59+00:00,1526880273245392896,"eerlijk ik ben echt boos, want scholen be doing the most als het gaat om gender maar tonen niet dezelfde energy voor minderheden zoals vluchtelingen, BLM, moslims….",nenedanku,https://twitter.com/nenedanku/status/1526880273245392896
1,2022-05-18 10:59:59+00:00,1526880271806734336,"@JeanPatron7 @Richardbatsbak5 Jawel dus. Wee gingen niet opeens misschien wel niet het Vagevuur ontkennen, of de erfzonde zoals vastgelegd bij het concilie van Carthago.

Je stelt dat VAT II de traditie schendt? Dan is het dus niet geldig volgens VAT I. Dank je.",JohanRuiterRui1,https://twitter.com/JohanRuiterRui1/status/1526880271806734336
2,2022-05-18 10:59:59+00:00,1526880270040895488,Eerst even gezond lunchen op het strand 🙈. Had enorme zin in een broodje frikandel en had het mezelf beloofd vandaag. Heerlijk was het 😋. #lunch https://t.co/RAcuQUeGZE,SysAngie,https://twitter.com/SysAngie/status/1526880270040895488
3,2022-05-18 10:59:59+00:00,1526880269973786625,Iets vaker de afvalbakken in de stad legen….,vanmunsteren,https://twitter.com/vanmunsteren/status/1526880269973786625
4,2022-05-18 10:59:58+00:00,1526880268166086656,Carillon speelt: het zijn de kleine dingen die het doen…🌞,CaraCoco1961,https://twitter.com/CaraCoco1961/status/1526880268166086656
5,2022-05-18 10:59:58+00:00,1526880266891182080,kangen callie,bekjyul,https://twitter.com/bekjyul/status/1526880266891182080
6,2022-05-18 10:59:57+00:00,1526880265322340355,"net een trans slur genoemd door een twitter random, is this gender euphoria ??",lynkserat,https://twitter.com/lynkserat/status/1526880265322340355
7,2022-05-18 10:59:57+00:00,1526880263665508352,Mijn wandelingen van vandaag zitten er weer op. Vunzig warm buiten. Maar de 8000 stappen al binnen. De rest volgt vanzelf in de loop van de dag. Gezien mn voet moet ik t hierbij laten en met dit plakweer vind ik dat geen punt. #effeuitrusten https://t.co/faLVYtcZ2u,jolandavdkolk,https://twitter.com/jolandavdkolk/status/1526880263665508352
8,2022-05-18 10:59:57+00:00,1526880262382096384,Shaandaar 👏👏👏👏👏👏,RituRavi16,https://twitter.com/RituRavi16/status/1526880262382096384
9,2022-05-18 10:59:57+00:00,1526880261866127360,MILF-wappie. Die bestaan ook! Leuk 😘 @MoniqueK21 https://t.co/30xbZH9Umr,GrappigeFVDstem,https://twitter.com/GrappigeFVDstem/status/1526880261866127360
10,2022-05-18 10:59:56+00:00,1526880261153120256,@ROFLASTC @robdewijk het is maar net wat je erbij denkt,HansvanEeken59,https://twitter.com/HansvanEeken59/status/1526880261153120256
11,2022-05-18 10:59:56+00:00,1526880260221849600,https://t.co/SHqdpbxsro : 6ef057a6-daaf-477a-90ab-0eebcb387307,test5f1798,https://twitter.com/test5f1798/status/1526880260221849600
12,2022-05-18 10:59:56+00:00,1526880257961345026,Moet straatverlichting in Nederland ook korter branden voor het klimaat? https://t.co/yHK3WVKgAU via @Telegraaf. Dim@de lichten in de bedrijven en winkels. Dat levert veel meer op,drppshot,https://twitter.com/drppshot/status/1526880257961345026
13,2022-05-18 10:59:55+00:00,1526880253582487558,Er is terecht veel te doen over de jeugdzorg. Een zelfgekozen steunpersoon kan helpen. Lees hieronder mijn afscheidsinterview als toezichthouder van JIMwerkt #mentor #JIM #jeugdzorg #hindsightbias https://t.co/63lcnNPg6W,josehendriksen,https://twitter.com/josehendriksen/status/1526880253582487558
14,2022-05-18 10:59:54+00:00,1526880252429053955,Het weer van 12:59uur - Temp: 23.1°C - H23.1/L15.8 - Vocht: 63pct - Luchtdruk: 1021.9hPa - Wind: WZW 2bft - Neerslag vandaag: 0.0mm - Deze maand: 2.2mm - Dit jaar: 197.4mm - Gevoelstemp: 23.1°C - Zon op: 05:44 - Zon onder: 21:32,meteostrijen,https://twitter.com/meteostrijen/status/1526880252429053955
15,2022-05-18 10:59:54+00:00,1526880251770552321,"@Talpaweer @WNLVandaag @omroepbrabant goedemiddag, in de loop van vanochtend flink opklarend in z.o. Brabant met snel verder oplopende temperaturen https://t.co/6uxIKPcg1h",BenSaanen,https://twitter.com/BenSaanen/status/1526880251770552321
16,2022-05-18 10:59:53+00:00,1526880247051870217,"Apathisch zijn is slecht, maar, een opsteker: van boos zijn verandert ook niks.",nuchelaar,https://twitter.com/nuchelaar/status/1526880247051870217
17,2022-05-18 10:59:52+00:00,1526880242647851008,"@MinPres wist SMSjes vandaar een inactief geheugen! @Minister_FIN kan niet rekenen,reken niet op hen! @carolaschouten het domme gansje die zich door @gertjansegers laat slachtofferen.
Heel veel geld en dit kabinet doet alsof het een patatje oorlog is, het is oorlog!@2eKamertweets https://t.co/TyJ23aPIyA",RonalddeJong55,https://twitter.com/RonalddeJong55/status/1526880242647851008
18,2022-05-18 10:59:52+00:00,1526880240613695488,#ThatThat3rdWin omdsssssss,samforbts,https://twitter.com/samforbts/status/1526880240613695488
19,2022-05-18 10:59:51+00:00,1526880239036637184,"Zoek je een bikini.

Voor mannen heeft nagenoeg elke zwembroek pijpjes.

Voor vrouwen enkel de ziepoesnetniet miniatuur stukjes stof.

Word er zo moe van.",MargreetPas,https://twitter.com/MargreetPas/status/1526880239036637184
20,2022-05-18 10:59:50+00:00,1526880235056136195,@Asad03936725 Ameen,Suno_Chanda1,https://twitter.com/Suno_Chanda1/status/1526880235056136195
21,2022-05-18 10:59:50+00:00,1526880234326327296,"Het ondernemersnetwerk de @DrukkeDames bestaat 10 jaar. Om dit jubileum te vieren, is er nu ook een Podcast serie van en door de vrouwen. Aanstaande vrijdag is het feest:

https://t.co/cOGN4e65CD",omroepveldhoven,https://twitter.com/omroepveldhoven/status/1526880234326327296
22,2022-05-18 10:59:50+00:00,1526880231918796800,kullid! en wat daarvan,fondly97,https://twitter.com/fondly97/status/1526880231918796800
23,2022-05-18 10:59:50+00:00,1526880231902089216,K3 - Piramide van liefde https://t.co/2fBfqIzLBK via @YouTube,anke_a_,https://twitter.com/anke_a_/status/1526880231902089216
24,2022-05-18 10:59:49+00:00,1526880229049909251,"Brussel wil gas geven met klimaatplannen, officieel om snel minder afhankelijk te worden van fossiele brandstoffen uit Rusland. EU-kopstuk Von der Leyen presenteerde zojuist de kernpunten:",alexanderbakker,https://twitter.com/alexanderbakker/status/1526880229049909251
25,2022-05-18 10:59:48+00:00,1526880225019285511,"Dit vertellen we al bijna 2 jaar… luister nou eens meteen naar ouders.. Overigens wordt er steeds alleen maar gesproken over de Catshuisregeling. Er is ook nog een groep voor, de guinea pigs waar ook ik onder val. Wij zijn vergeten #toeslagenschandaal  https://t.co/5MYln6RRvL",Sjenettt,https://twitter.com/Sjenettt/status/1526880225019285511
26,2022-05-18 10:59:48+00:00,1526880224872435717,Laat ze eens goed naar zichzelf luisteren dan!,kitty196945,https://twitter.com/kitty196945/status/1526880224872435717
27,2022-05-18 10:59:47+00:00,1526880222020255746,"Kunstproject #deRodeLoper #Amsterdam brengt #leerlingen van #basisscholen in contact met ouderen op jacht naar vergeten woorden: konkelefoezen, platvink, achenebisj. Denk: #detaalstaat @fritsspits @NPORadio1",AnkeMVisser,https://twitter.com/AnkeMVisser/status/1526880222020255746
28,2022-05-18 10:59:47+00:00,1526880220309082112,"#E411 (A4) Namen richting Brussel , ter hoogte van kmp 6 (Overijse) Defecte vrachtwagen, 1 rijstrook versperd, 18-05-2022 12:56",t_mobilis_nl,https://twitter.com/t_mobilis_nl/status/1526880220309082112
29,2022-05-18 10:59:47+00:00,1526880219403063296,"Kom er net achter dat er een fles rituals douchegel is ontploft in m'n tas. 
Voordeel: m'n tas heeft nog nooit zo lekker geroken. 
Nadeel: er is een fles rituals douchel ontploft in m'n tas 😖!",eaglecreeknl,https://twitter.com/eaglecreeknl/status/1526880219403063296
30,2022-05-18 10:59:46+00:00,1526880219143057408,Het debat gaat beginnen!,stijnverbruggen,https://twitter.com/stijnverbruggen/status/1526880219143057408
31,2022-05-18 10:59:46+00:00,1526880217314103297,Fijar tuit 📌,NadaRespetan,https://twitter.com/NadaRespetan/status/1526880217314103297
32,2022-05-18 10:59:46+00:00,1526880217079455746,Berlijn wil privileges ex-bondskanselier Schröder schrappen https://t.co/aezdbYa4fJ BRUNEL UNIVERSITY LONDON @ANP @Bruneluni https://t.co/wLeCloq7cO @vonderleyen @sz CHRIS OOMEN CONSORTIUM NEWS ENERGY TRANSITION https://t.co/wNOiLkshu8,30miljardnl,https://twitter.com/30miljardnl/status/1526880217079455746
33,2022-05-18 10:59:45+00:00,1526880212897746949,"Knallende kurk heeft grote gevolgen: Biniam Girmay verlaat Giro

https://t.co/u2in4cCL4G",BPU_Utrecht,https://twitter.com/BPU_Utrecht/status/1526880212897746949
34,2022-05-18 10:59:45+00:00,1526880211106766848,Twaalf woningen ontruimd bij brand op balkon van appartementencomplex in Hoorn https://t.co/SnAKPxKaEv,MarkHouwelingen,https://twitter.com/MarkHouwelingen/status/1526880211106766848
35,2022-05-18 10:59:44+00:00,1526880209768701953,Ga nu toch aub nie gaan wandelen me je honden in zo’n weer wtf,HannahDeconinck,https://twitter.com/HannahDeconinck/status/1526880209768701953
36,2022-05-18 10:59:44+00:00,1526880208615137280,all saeko kinnies have adhd,talthebot,https://twitter.com/talthebot/status/1526880208615137280
37,2022-05-18 10:59:44+00:00,1526880207524732929,Doe mee op 31 mei om 11:30 CET aan onze webinar 'Succesvolle sales'. We gaan in gesprek met The Sales Studio over hoe je je productiviteit kunt verhogen en tegelijkertijd je omzetdoelstellingen en de verwachtingen van je klanten kunt overtreffen https://t.co/nwPOdjSRHm,migrone,https://twitter.com/migrone/status/1526880207524732929
38,2022-05-18 10:59:42+00:00,1526880201665282048,"Fijn dat ik als 'Nederlandse vriend' een bijdrage heb kunnen leveren @DionMebius. 
https://t.co/hf5THHpYtL",Ilanhoekstra,https://twitter.com/Ilanhoekstra/status/1526880201665282048
39,2022-05-18 10:59:42+00:00,1526880199547273217,Stoppen met  flessen ontkurken op het podium misschien🍾🍾,luc832,https://twitter.com/luc832/status/1526880199547273217
40,2022-05-18 10:59:42+00:00,1526880198884458496,Als dat overboord kukelt kan je tussen de windmolens door over het water lopen https://t.co/fT91gRQ7R3,johandeklerk2,https://twitter.com/johandeklerk2/status/1526880198884458496
41,2022-05-18 10:59:41+00:00,1526880197525504000,@AanCovid Goeiemorgen Marco. Beterschap man ❤.,elena_129,https://twitter.com/elena_129/status/1526880197525504000
42,2022-05-18 10:59:40+00:00,1526880193004113921,Ik begin het te geloven. Een dag na mijn 2e booster gaf mijn smartwatch de hoogste hartslag in rust in 4 jaar aan.,ClairePetronel1,https://twitter.com/ClairePetronel1/status/1526880193004113921
43,2022-05-18 10:59:40+00:00,1526880192387596288,İmdat,candanaleyna0,https://twitter.com/candanaleyna0/status/1526880192387596288
44,2022-05-18 10:59:39+00:00,1526880187022991362,"Oooh ja natúúrlijk… Iedereen die ooit #Rutte een sms’je heeft gestuurd weet: je krijgt direct antwoord. Top!

Maar nu weet je waarom: hij moet alles direct beantwoorden en daarna wissen, want anders kan hij geen nieuwe sms’jes meer ontvangen. Eureka!😳

#smsgate #Ruttedoctrine https://t.co/YfHwIjbJb7",FemkeMerel,https://twitter.com/FemkeMerel/status/1526880187022991362
45,2022-05-18 10:59:39+00:00,1526880186024828929,Dat waren nog eens tijden. Een Saab 99 en een Nokia 2610. Het beeld klopt wel.,keesjongsma,https://twitter.com/keesjongsma/status/1526880186024828929
46,2022-05-18 10:59:38+00:00,1526880185441832968,Alleen de gedeputeerde ziet het niet als een oplossing. Specsavers?,joorbicknese,https://twitter.com/joorbicknese/status/1526880185441832968
47,2022-05-18 10:59:38+00:00,1526880185219416065,@kuit_jade @duiker_lisa Misschien wil @FleurAgemaPVV deze vraag beantwoorden?,jesuistzat,https://twitter.com/jesuistzat/status/1526880185219416065
48,2022-05-18 10:59:38+00:00,1526880184141598720,Hodje! https://t.co/QFjJCKxXkQ,Leandrowwisk,https://twitter.com/Leandrowwisk/status/1526880184141598720
49,2022-05-18 10:59:38+00:00,1526880183223042053,Even op een rustig bankje staren naar het groen. https://t.co/OIHoXBRSy3,w8eens,https://twitter.com/w8eens/status/1526880183223042053
50,2022-05-18 10:59:38+00:00,1526880182849634304,We kunnen al niet rustig fruit eten 🥴,angele14_,https://twitter.com/angele14_/status/1526880182849634304
51,2022-05-18 10:59:38+00:00,1526880182593802240,Knap koppel. Thierry heeft GOED gekozen. Ik wens hen alle geluk toe! 😇😇🍀🍀😍😍,MathildeReali,https://twitter.com/MathildeReali/status/1526880182593802240
52,2022-05-18 10:59:38+00:00,1526880182484840448,@ChampionsLiek Iets gewonnen??,willemb007,https://twitter.com/willemb007/status/1526880182484840448
53,2022-05-18 10:59:37+00:00,1526880181448736768,@CD_Musgrave2 Baie Geluk met jou Verjaarsdag - mag daar nog vele gesonde &amp; gelukkige jare wees https://t.co/xVy5nLbOIS,Fielasekind,https://twitter.com/Fielasekind/status/1526880181448736768
54,2022-05-18 10:59:35+00:00,1526880171373891584,"Afgelopen weken was er veel aandacht voor een toename van #hepatitis bij kinderen, met nog onbekende oorzaak. Mogelijk spelen #virusinfecties zoals het #adenovirus een rol. Er is nadrukkelijk geen verband met het #coronavaccin. Meer lezen: https://t.co/Exq7Oz35nP #doktermedia https://t.co/I5boFo9voD",DokterMediaNL,https://twitter.com/DokterMediaNL/status/1526880171373891584
55,2022-05-18 10:59:34+00:00,1526880167607644163,@KLM hoe kan ik de oorspronkelijke e ticket seats numers weer terugzetten heb ze veranderd via de app,frankroep,https://twitter.com/frankroep/status/1526880167607644163
56,2022-05-18 10:59:34+00:00,1526880166718361601,"Een kersvers minister die al meer in het nieuws geweest is dan een collega met 20 dienstjaren.
Dat geeft wel een onbehaaglijk gevoel.",ivovd2,https://twitter.com/ivovd2/status/1526880166718361601
57,2022-05-18 10:59:34+00:00,1526880165359493121,"Mailtje van Interpolis, evalueer jouw schademelding.
Ik: 2 (onvoldoende) want wordt niet op de hoogte gehouden.
Uur later: 💶 schadeuitkering op bankrekening.
Grappig haha.",IUitentuis,https://twitter.com/IUitentuis/status/1526880165359493121
58,2022-05-18 10:59:33+00:00,1526880164084432896,Wie gelooft deze vent nog🇳🇱🤔Eens een leugenaar… altijd een … 🖕 https://t.co/cLWeTUPSfp,Allasoema65,https://twitter.com/Allasoema65/status/1526880164084432896
59,2022-05-18 10:59:33+00:00,1526880163308392456,Radio-dj Ruud de Wild geraakt door Doetinchem: ‘Iedereen is hier zó aardig voor elkaar!’ - https://t.co/daQOjemOF8,MarkBoumans,https://twitter.com/MarkBoumans/status/1526880163308392456
60,2022-05-18 10:59:32+00:00,1526880157935423488,GONZALEEEESSS 🙇🏻‍♀️🙇🏻‍♀️,taengoosaur,https://twitter.com/taengoosaur/status/1526880157935423488
61,2022-05-18 10:59:30+00:00,1526880149224161281,@ADJIBIDJI85 Sen deukbi han,Nabyleu,https://twitter.com/Nabyleu/status/1526880149224161281
