,Datetime,Tweet Id,Text,Username,Url
0,2022-11-28 10:59:59+00:00,1597183517128998912,https://t.co/ptz86A1zKn Misschien moeten we hier eens de Titanic muziek onder plakken. #martinez #zinkendschip,TijsDelacroix,https://twitter.com/TijsDelacroix/status/1597183517128998912
1,2022-11-28 10:59:58+00:00,1597183512754679810,Je hebt groot gelijk. Goed dat je dit doet.,appelonya,https://twitter.com/appelonya/status/1597183512754679810
2,2022-11-28 10:59:57+00:00,1597183510493954048,Erdaay https://t.co/mOzN76EYyE,gogobehit,https://twitter.com/gogobehit/status/1597183510493954048
3,2022-11-28 10:59:56+00:00,1597183506748432390,Ook dit is PvdA!!👇👇,JensjedTh,https://twitter.com/JensjedTh/status/1597183506748432390
4,2022-11-28 10:59:56+00:00,1597183505464586242,10 december: Kerst-/wintermarkt in het Tehuis Nieuwe Pekela https://t.co/qOmVXrxiE5,PrachtigPekela,https://twitter.com/PrachtigPekela/status/1597183505464586242
5,2022-11-28 10:59:56+00:00,1597183503900123137,"@BewonersBedr Word nu niet boos omdat ik u stoor maar een gratis biografie, voelt u daar wat voor? Download in dat geval dit boek op https://t.co/EiJOTdZ9Yn
De biografie behandelt J.P. van Praag, rokkenjager, pyromaan, een van de bekende “humanisten” en tevens architect van het",vanpraagbiograf,https://twitter.com/vanpraagbiograf/status/1597183503900123137
6,2022-11-28 10:59:54+00:00,1597183497407447041,"Dubbele verkiezingen!
 
Vandaag kunnen de studenten van de academies BRR, HBS, SFIB, SCE en SPS op mij stemmen!
De afgelopen 2 jaar heb ik mij al mogen inzetten voor de medezeggenschapsraad, hopelijk krijg ik ditmaal weer het vertrouwen!

Daarnaast sta ik…https://t.co/t7lUqHzRLZ",Milan_Wolf,https://twitter.com/Milan_Wolf/status/1597183497407447041
7,2022-11-28 10:59:53+00:00,1597183490768134144,@WillemHaak bij de Belg 🥰,Dosty___,https://twitter.com/Dosty___/status/1597183490768134144
8,2022-11-28 10:59:51+00:00,1597183484925091840,ik also emo....,MarkyWu_,https://twitter.com/MarkyWu_/status/1597183484925091840
9,2022-11-28 10:59:51+00:00,1597183484480868354,"U-Autoacces Mass Air Flow MAF Sensor Meter Fits 06J906461B A0041A0065 IJ9CJES

https://t.co/7FsyEaGnOj",GWalter65,https://twitter.com/GWalter65/status/1597183484480868354
10,2022-11-28 10:59:50+00:00,1597183479925854208,"Mooi land 👌🏼👍🏻

https://t.co/drjwLKddqu",GrRobbert,https://twitter.com/GrRobbert/status/1597183479925854208
11,2022-11-28 10:59:50+00:00,1597183479694774272,"en zo wordt in de internationale pers het Marokkanen tuig opeens ""Belgen""....
En het gek vinden dat wij die pers niet meer vertrouwen",ineke_at,https://twitter.com/ineke_at/status/1597183479694774272
12,2022-11-28 10:59:50+00:00,1597183479560691713,A! - Krammerstraat 6826EK Arnhem 174342 https://t.co/veIpepz4I9,112Arnhem,https://twitter.com/112Arnhem/status/1597183479560691713
13,2022-11-28 10:59:50+00:00,1597183479149625345,✈️ #DLH4XA - AIRBUS A-319 reg: D-AIBK van 🇩🇪 Deutsche Lufthansa is vlakbij Wolfheze op 18100ft hoogte en stijgt richting ↘️ @ 796.0km/u (gs) ⌚ 10:59 UTC | https://t.co/3rg1MwYARQ | https://t.co/A2WbDesOQi | https://t.co/7pFBKGSww6 #adsb #avgeek https://t.co/10CBonKKsI,FWolfheze,https://twitter.com/FWolfheze/status/1597183479149625345
14,2022-11-28 10:59:50+00:00,1597183478734684161,"En dan krijg je bericht dat de buurvrouw met zeven tanden door de lippen naar het ziekenhuis moest.
Ze was op haar gebit gaan ziten!",hensgens77,https://twitter.com/hensgens77/status/1597183478734684161
